vung,ds,du_bao
CISO,2026-09-05 20:00:00,34054.00384150514
CISO,2026-09-05 21:00:00,34286.305559752436
CISO,2026-09-05 22:00:00,34237.15874198117
CISO,2026-09-05 23:00:00,34664.25043815251
CISO,2026-09-06 00:00:00,36413.892009958276
CISO,2026-09-06 01:00:00,38233.76059308169
CISO,2026-09-06 02:00:00,38748.468590980265
CISO,2026-09-06 03:00:00,38413.276314524875
CISO,2026-09-06 04:00:00,38105.287933170956
CISO,2026-09-06 05:00:00,37279.269266189105
CISO,2026-09-06 06:00:00,36416.67154233465
CISO,2026-09-06 07:00:00,34716.39827131966
CISO,2026-09-06 08:00:00,33433.57719834598
CISO,2026-09-06 09:00:00,31601.95790038746
CISO,2026-09-06 10:00:00,30511.871623948467
CISO,2026-09-06 11:00:00,30019.134680942952
CISO,2026-09-06 12:00:00,27625.5604139337
CISO,2026-09-06 13:00:00,27740.878871023255
CISO,2026-09-06 14:00:00,28409.281005874545
CISO,2026-09-06 15:00:00,30730.767007028568
CISO,2026-09-06 16:00:00,33292.98153669673
CISO,2026-09-06 17:00:00,34627.28949972328
CISO,2026-09-06 18:00:00,33878.98148174132
CISO,2026-09-06 19:00:00,33574.47159837217
CISO,2026-09-06 20:00:00,33254.91857901926
CISO,2026-09-06 21:00:00,32750.846824004322
CISO,2026-09-06 22:00:00,32957.55430457299
CISO,2026-09-06 23:00:00,33461.397070830884
CISO,2026-09-07 00:00:00,34927.41242429122
ERCO,2026-08-31 01:00:00,82889.81121746099
ERCO,2026-08-31 02:00:00,79612.35131248343
ERCO,2026-08-31 03:00:00,76567.74105279878
ERCO,2026-08-31 04:00:00,72110.03239554935
ERCO,2026-08-31 05:00:00,69018.57553422928
ERCO,2026-08-31 06:00:00,65357.62601230542
ERCO,2026-08-31 07:00:00,62492.68641510163
ERCO,2026-08-31 08:00:00,59832.649592916496
ERCO,2026-08-31 09:00:00,58570.41105439045
ERCO,2026-08-31 10:00:00,57383.45485460233
ERCO,2026-08-31 11:00:00,57321.09370819534
ERCO,2026-08-31 12:00:00,56686.26435150433
ERCO,2026-08-31 13:00:00,58369.72884224131
ERCO,2026-08-31 14:00:00,61473.37746169031
ERCO,2026-08-31 15:00:00,67559.23263957736
ERCO,2026-08-31 16:00:00,71173.20892514824
ERCO,2026-08-31 17:00:00,76819.8946113787
ERCO,2026-08-31 18:00:00,80832.23598404443
ERCO,2026-08-31 19:00:00,83698.54806520649
ERCO,2026-08-31 20:00:00,84789.01648537649
ERCO,2026-08-31 21:00:00,85750.1881597419
ERCO,2026-08-31 22:00:00,86356.05703733106
ERCO,2026-08-31 23:00:00,86140.42431342305
ERCO,2026-09-01 00:00:00,86027.22602773726
ERCO,2026-09-01 01:00:00,87517.27681266531
ERCO,2026-09-01 02:00:00,85694.09023249932
ERCO,2026-09-01 03:00:00,82505.03800960156
ERCO,2026-09-01 04:00:00,75802.72033941816
ERCO,2026-09-01 05:00:00,71968.42922023672
ERCO,2026-09-01 06:00:00,68173.55021790229
ERCO,2026-09-01 07:00:00,64601.58815226039
ERCO,2026-09-01 08:00:00,62082.2046881656
ERCO,2026-09-01 09:00:00,60777.664457940125
ERCO,2026-09-01 10:00:00,60215.11183432384
ERCO,2026-09-01 11:00:00,60450.852533625955
ERCO,2026-09-01 12:00:00,59647.625030622745
ERCO,2026-09-01 13:00:00,60274.79568126898
ERCO,2026-09-01 14:00:00,61947.75309857722
ERCO,2026-09-01 15:00:00,65843.0061863432
ERCO,2026-09-01 16:00:00,70486.36348270284
ERCO,2026-09-01 17:00:00,75071.39893731916
ERCO,2026-09-01 18:00:00,81319.36269021273
ERCO,2026-09-01 19:00:00,85464.5341962083
ERCO,2026-09-01 20:00:00,87303.07431150711
ERCO,2026-09-01 21:00:00,85861.57490898318
ERCO,2026-09-01 22:00:00,86337.53799895986
ERCO,2026-09-01 23:00:00,87408.31327337265
ERCO,2026-09-02 00:00:00,84443.29539581084
ERCO,2026-09-02 01:00:00,84577.81406823777
ERCO,2026-09-02 02:00:00,82480.26967212718
ERCO,2026-09-02 03:00:00,78416.12187586847
ERCO,2026-09-02 04:00:00,74014.32737435741
ERCO,2026-09-02 05:00:00,69790.35050048486
ERCO,2026-09-02 06:00:00,62993.669970770155
ERCO,2026-09-02 07:00:00,59275.51270152167
ERCO,2026-09-02 08:00:00,56554.60142300282
ERCO,2026-09-02 09:00:00,55541.43923787231
ERCO,2026-09-02 10:00:00,55300.62820449498
ERCO,2026-09-02 11:00:00,55908.386438212954
ERCO,2026-09-02 12:00:00,56530.08336270049
ERCO,2026-09-02 13:00:00,57793.00540952427
ERCO,2026-09-02 14:00:00,60297.99147791729
ERCO,2026-09-02 15:00:00,64095.453957362566
ERCO,2026-09-02 16:00:00,66148.91074365421
ERCO,2026-09-02 17:00:00,70866.56799442237
ERCO,2026-09-02 18:00:00,69881.788115919
ERCO,2026-09-02 19:00:00,72453.87124185744
ERCO,2026-09-02 20:00:00,74107.28406694959
ERCO,2026-09-02 21:00:00,75895.6886989623
ERCO,2026-09-02 22:00:00,76233.048531489
ERCO,2026-09-02 23:00:00,75848.56813956721
ERCO,2026-09-03 00:00:00,77490.86808101271
ERCO,2026-09-03 01:00:00,82996.795962982
ERCO,2026-09-03 02:00:00,80366.74586336885
ERCO,2026-09-03 03:00:00,77281.01409718613
ERCO,2026-09-03 04:00:00,73484.72811534948
ERCO,2026-09-03 05:00:00,68852.47752666325
ERCO,2026-09-03 06:00:00,64281.4646671197
ERCO,2026-09-03 07:00:00,61366.39223372395
ERCO,2026-09-03 08:00:00,59451.03411248526
ERCO,2026-09-03 09:00:00,59077.637176646895
ERCO,2026-09-03 10:00:00,58750.05640357884
ERCO,2026-09-03 11:00:00,58537.35592378612
ERCO,2026-09-03 12:00:00,58624.39185361914
ERCO,2026-09-03 13:00:00,57920.178262290414
ERCO,2026-09-03 14:00:00,58769.89546932161
ERCO,2026-09-03 15:00:00,60886.418255344935
ERCO,2026-09-03 16:00:00,63482.93145486282
ERCO,2026-09-03 17:00:00,65532.83078482526
ERCO,2026-09-03 18:00:00,68808.28976823494
ERCO,2026-09-03 19:00:00,74511.82645570206
ERCO,2026-09-03 20:00:00,77919.89482279256
ERCO,2026-09-03 21:00:00,79572.11813470745
ERCO,2026-09-03 22:00:00,79473.62549987317
ERCO,2026-09-03 23:00:00,78888.90321448557
ERCO,2026-09-04 00:00:00,76603.66605618267
ERCO,2026-09-04 01:00:00,86896.7606957837
ERCO,2026-09-04 02:00:00,84039.72431484848
ERCO,2026-09-04 03:00:00,81030.68798317751
ERCO,2026-09-04 04:00:00,75620.81440623771
ERCO,2026-09-04 05:00:00,71312.92226462928
ERCO,2026-09-04 06:00:00,66967.03827540734
ERCO,2026-09-04 07:00:00,64738.857003193756
ERCO,2026-09-04 08:00:00,61912.84716301535
ERCO,2026-09-04 09:00:00,60508.79306306054
ERCO,2026-09-04 10:00:00,60244.341999963566
ERCO,2026-09-04 11:00:00,60418.89215993569
ERCO,2026-09-04 12:00:00,59086.10983752097
ERCO,2026-09-04 13:00:00,60496.129042098866
ERCO,2026-09-04 14:00:00,62879.549027545916
ERCO,2026-09-04 15:00:00,66412.9981982506
ERCO,2026-09-04 16:00:00,70088.47151945691
ERCO,2026-09-04 17:00:00,74606.70305447085
ERCO,2026-09-04 18:00:00,80308.56855089085
ERCO,2026-09-04 19:00:00,83029.65896134984
ERCO,2026-09-04 20:00:00,84845.65276838584
ERCO,2026-09-04 21:00:00,85770.05308820229
ERCO,2026-09-04 22:00:00,86087.93953493927
ERCO,2026-09-04 23:00:00,86000.2720464759
ERCO,2026-09-05 00:00:00,85428.57711986991
ERCO,2026-09-05 01:00:00,85675.43341466105
ERCO,2026-09-05 02:00:00,82344.91229775288
ERCO,2026-09-05 03:00:00,78406.49933385475
ERCO,2026-09-05 04:00:00,74636.29656687938
ERCO,2026-09-05 05:00:00,71555.10340296102
ERCO,2026-09-05 06:00:00,69040.02385605808
ERCO,2026-09-05 07:00:00,66602.32704221547
ERCO,2026-09-05 08:00:00,64158.17921369639
ERCO,2026-09-05 09:00:00,62919.57186792226
ERCO,2026-09-05 10:00:00,62128.12786810622
ERCO,2026-09-05 11:00:00,61882.11022158206
ERCO,2026-09-05 12:00:00,60160.15070105861
ERCO,2026-09-05 13:00:00,60699.74763256495
ERCO,2026-09-05 14:00:00,63157.38335782207
ERCO,2026-09-05 15:00:00,66520.32468223706
ERCO,2026-09-05 16:00:00,70184.93313144831
ERCO,2026-09-05 17:00:00,75241.20436664502
ERCO,2026-09-05 18:00:00,80357.95842059309
ERCO,2026-09-05 19:00:00,83001.06623802509
ERCO,2026-09-05 20:00:00,84924.88228544826
ERCO,2026-09-05 21:00:00,85936.38797216711
ERCO,2026-09-05 22:00:00,86591.59554026218
ERCO,2026-09-05 23:00:00,86588.96926041157
ERCO,2026-09-06 00:00:00,86176.1871675089
ERCO,2026-09-06 01:00:00,85104.09134731375
ERCO,2026-09-06 02:00:00,83593.70673015105
ERCO,2026-09-06 03:00:00,81297.66387239253
ERCO,2026-09-06 04:00:00,76337.83341383724
ERCO,2026-09-06 05:00:00,72347.0434748019
ERCO,2026-09-06 06:00:00,72226.74951102739
ERCO,2026-09-06 07:00:00,69745.29619243965
ERCO,2026-09-06 08:00:00,66661.73608008405
ERCO,2026-09-06 09:00:00,64704.5677577764
ERCO,2026-09-06 10:00:00,63670.68976196384
ERCO,2026-09-06 11:00:00,63074.77989019778
ERCO,2026-09-06 12:00:00,60436.80367774474
ERCO,2026-09-06 13:00:00,61200.30485627381
ERCO,2026-09-06 14:00:00,64136.361889577034
ERCO,2026-09-06 15:00:00,68066.409081686
ERCO,2026-09-06 16:00:00,71548.46888680328
ERCO,2026-09-06 17:00:00,77360.17153857958
ERCO,2026-09-06 18:00:00,81940.20878434775
ERCO,2026-09-06 19:00:00,84398.3207878852
ERCO,2026-09-06 20:00:00,86051.94578728467
ERCO,2026-09-06 21:00:00,87022.91652272566
ERCO,2026-09-06 22:00:00,87748.79139973727
ERCO,2026-09-06 23:00:00,87954.90615517442
ERCO,2026-09-07 00:00:00,86171.45593049753
MISO,2026-08-31 01:00:00,98956.262841165
MISO,2026-08-31 02:00:00,95516.32664624997
MISO,2026-08-31 03:00:00,90773.00375521142
MISO,2026-08-31 04:00:00,86575.88636157475
MISO,2026-08-31 05:00:00,83157.96961851668
MISO,2026-08-31 06:00:00,77846.44445216107
MISO,2026-08-31 07:00:00,76041.91821547263
MISO,2026-08-31 08:00:00,73960.59169134284
MISO,2026-08-31 09:00:00,72970.28714520029
MISO,2026-08-31 10:00:00,72347.32101535305
MISO,2026-08-31 11:00:00,72953.39678818382
MISO,2026-08-31 12:00:00,73464.58641467463
MISO,2026-08-31 13:00:00,78026.80127340244
MISO,2026-08-31 14:00:00,83980.35883052016
MISO,2026-08-31 15:00:00,90960.09230375417
MISO,2026-08-31 16:00:00,97637.84697748676
MISO,2026-08-31 17:00:00,101961.29466165649
MISO,2026-08-31 18:00:00,107226.8194245631
MISO,2026-08-31 19:00:00,111693.55672464246
MISO,2026-08-31 20:00:00,113257.57833067593
MISO,2026-08-31 21:00:00,114208.09550949544
MISO,2026-08-31 22:00:00,114008.61630750983
MISO,2026-08-31 23:00:00,112131.29205978086
MISO,2026-09-01 00:00:00,111469.57813234192
MISO,2026-09-01 01:00:00,105666.89679141002
MISO,2026-09-01 02:00:00,103626.71757704261
MISO,2026-09-01 03:00:00,100245.02753251613
MISO,2026-09-01 04:00:00,96386.6524456168
MISO,2026-09-01 05:00:00,92325.0152601287
MISO,2026-09-01 06:00:00,85839.9901866735
MISO,2026-09-01 07:00:00,82423.12449936985
MISO,2026-09-01 08:00:00,79904.83549727697
MISO,2026-09-01 09:00:00,78348.49622708015
MISO,2026-09-01 10:00:00,77782.89862715398
MISO,2026-09-01 11:00:00,78749.66384249405
MISO,2026-09-01 12:00:00,77954.78545740162
MISO,2026-09-01 13:00:00,81152.30129707989
MISO,2026-09-01 14:00:00,87190.00307320475
MISO,2026-09-01 15:00:00,93238.28105452111
MISO,2026-09-01 16:00:00,97899.48949261653
MISO,2026-09-01 17:00:00,103032.3931587759
MISO,2026-09-01 18:00:00,107871.67612204788
MISO,2026-09-01 19:00:00,112346.85837265899
MISO,2026-09-01 20:00:00,114796.37090536747
MISO,2026-09-01 21:00:00,116431.41045106419
MISO,2026-09-01 22:00:00,115973.84390952761
MISO,2026-09-01 23:00:00,112973.73207345491
MISO,2026-09-02 00:00:00,111504.34253356094
MISO,2026-09-02 01:00:00,110418.45644751785
MISO,2026-09-02 02:00:00,106681.8726852475
MISO,2026-09-02 03:00:00,103597.86190094329
MISO,2026-09-02 04:00:00,99897.11898385087
MISO,2026-09-02 05:00:00,95819.93059071389
MISO,2026-09-02 06:00:00,89575.74729176586
MISO,2026-09-02 07:00:00,85376.8547191865
MISO,2026-09-02 08:00:00,83339.50297017825
MISO,2026-09-02 09:00:00,81402.48882500068
MISO,2026-09-02 10:00:00,81106.41467008894
MISO,2026-09-02 11:00:00,82585.08858400112
MISO,2026-09-02 12:00:00,83384.06867603262
MISO,2026-09-02 13:00:00,87582.69176651668
MISO,2026-09-02 14:00:00,93326.73112976184
MISO,2026-09-02 15:00:00,97721.09148412269
MISO,2026-09-02 16:00:00,103393.04577253578
MISO,2026-09-02 17:00:00,108839.32890843617
MISO,2026-09-02 18:00:00,115434.80069682401
MISO,2026-09-02 19:00:00,117686.08103165709
MISO,2026-09-02 20:00:00,118722.09124345219
MISO,2026-09-02 21:00:00,118882.0319591106
MISO,2026-09-02 22:00:00,119022.40950417978
MISO,2026-09-02 23:00:00,116210.47312520555
MISO,2026-09-03 00:00:00,115048.5076785348
MISO,2026-09-03 01:00:00,113275.57112270448
MISO,2026-09-03 02:00:00,110964.47008778728
MISO,2026-09-03 03:00:00,105463.33431689462
MISO,2026-09-03 04:00:00,100432.74603418165
MISO,2026-09-03 05:00:00,97798.92204941268
MISO,2026-09-03 06:00:00,91663.40285050873
MISO,2026-09-03 07:00:00,87352.35531728383
MISO,2026-09-03 08:00:00,84208.03764175445
MISO,2026-09-03 09:00:00,81649.22537199527
MISO,2026-09-03 10:00:00,81916.4145036437
MISO,2026-09-03 11:00:00,83071.4634855529
MISO,2026-09-03 12:00:00,83977.46834066906
MISO,2026-09-03 13:00:00,88736.49742155234
MISO,2026-09-03 14:00:00,94076.16555891067
MISO,2026-09-03 15:00:00,98351.49092752702
MISO,2026-09-03 16:00:00,102812.2692169575
MISO,2026-09-03 17:00:00,108333.71895449734
MISO,2026-09-03 18:00:00,115340.79214852583
MISO,2026-09-03 19:00:00,117169.14910962502
MISO,2026-09-03 20:00:00,118307.37886947142
MISO,2026-09-03 21:00:00,118251.3287006334
MISO,2026-09-03 22:00:00,117854.10111298508
MISO,2026-09-03 23:00:00,115568.9989266741
MISO,2026-09-04 00:00:00,114248.6583284837
MISO,2026-09-04 01:00:00,110732.67255345764
MISO,2026-09-04 02:00:00,107879.83795464812
MISO,2026-09-04 03:00:00,103163.81952031642
MISO,2026-09-04 04:00:00,97679.0752343072
MISO,2026-09-04 05:00:00,93706.55250554244
MISO,2026-09-04 06:00:00,88076.15748697655
MISO,2026-09-04 07:00:00,84890.93487210083
MISO,2026-09-04 08:00:00,82223.24234203398
MISO,2026-09-04 09:00:00,80748.73892173637
MISO,2026-09-04 10:00:00,80578.43423414059
MISO,2026-09-04 11:00:00,82765.45828781251
MISO,2026-09-04 12:00:00,82749.76148899534
MISO,2026-09-04 13:00:00,87088.36741382637
MISO,2026-09-04 14:00:00,93099.8347599089
MISO,2026-09-04 15:00:00,97397.22503965916
MISO,2026-09-04 16:00:00,101360.00750893835
MISO,2026-09-04 17:00:00,105544.74822121624
MISO,2026-09-04 18:00:00,112392.07719322758
MISO,2026-09-04 19:00:00,114961.05796172019
MISO,2026-09-04 20:00:00,116210.50415783195
MISO,2026-09-04 21:00:00,116502.47860021936
MISO,2026-09-04 22:00:00,114955.99287928831
MISO,2026-09-04 23:00:00,111329.96180269343
MISO,2026-09-05 00:00:00,110635.20151423052
MISO,2026-09-05 01:00:00,108905.45132021149
MISO,2026-09-05 02:00:00,106378.51561360972
MISO,2026-09-05 03:00:00,101459.07071890935
MISO,2026-09-05 04:00:00,96180.32948720735
MISO,2026-09-05 05:00:00,91914.56209909305
MISO,2026-09-05 06:00:00,83232.75930140463
MISO,2026-09-05 07:00:00,79747.97860505834
MISO,2026-09-05 08:00:00,77350.66211299397
MISO,2026-09-05 09:00:00,76099.19432354705
MISO,2026-09-05 10:00:00,75242.73579729436
MISO,2026-09-05 11:00:00,76539.60272351571
MISO,2026-09-05 12:00:00,76709.48626233567
MISO,2026-09-05 13:00:00,78054.39929095357
MISO,2026-09-05 14:00:00,79606.27036639125
MISO,2026-09-05 15:00:00,81334.180233278
MISO,2026-09-05 16:00:00,83943.14509072923
MISO,2026-09-05 17:00:00,86598.79671903455
MISO,2026-09-05 18:00:00,93924.8893332849
MISO,2026-09-05 19:00:00,95571.65982958607
MISO,2026-09-05 20:00:00,96486.37876186997
MISO,2026-09-05 21:00:00,97096.45424308884
MISO,2026-09-05 22:00:00,97390.69860020565
MISO,2026-09-05 23:00:00,96749.47463500146
MISO,2026-09-06 00:00:00,91123.62292981113
MISO,2026-09-06 01:00:00,93510.6295154974
MISO,2026-09-06 02:00:00,90733.00456442314
MISO,2026-09-06 03:00:00,86113.83804513799
MISO,2026-09-06 04:00:00,81425.96085498985
MISO,2026-09-06 05:00:00,77380.4604584683
MISO,2026-09-06 06:00:00,74119.27017193445
MISO,2026-09-06 07:00:00,71031.71831197999
MISO,2026-09-06 08:00:00,69272.52660811835
MISO,2026-09-06 09:00:00,68050.60783644412
MISO,2026-09-06 10:00:00,67438.5286833091
MISO,2026-09-06 11:00:00,67991.9138375437
MISO,2026-09-06 12:00:00,70087.88434318257
MISO,2026-09-06 13:00:00,72163.33843043432
MISO,2026-09-06 14:00:00,75536.48736894516
MISO,2026-09-06 15:00:00,78904.78455207426
MISO,2026-09-06 16:00:00,80194.957289073
MISO,2026-09-06 17:00:00,83398.21632037219
MISO,2026-09-06 18:00:00,87076.96617472125
MISO,2026-09-06 19:00:00,88681.89374690579
MISO,2026-09-06 20:00:00,89768.5972843215
MISO,2026-09-06 21:00:00,90630.71647416535
MISO,2026-09-06 22:00:00,90920.56537677521
MISO,2026-09-06 23:00:00,90250.94870356067
MISO,2026-09-07 00:00:00,90313.24390009942
NYIS,2026-08-31 01:00:00,21604.898453179158
NYIS,2026-08-31 02:00:00,20651.58916320541
NYIS,2026-08-31 03:00:00,20036.730806047897
NYIS,2026-08-31 04:00:00,19143.03960056485
NYIS,2026-08-31 05:00:00,18377.76248759905
NYIS,2026-08-31 06:00:00,17706.431125638497
NYIS,2026-08-31 07:00:00,17114.165814554253
NYIS,2026-08-31 08:00:00,16732.629389121386
NYIS,2026-08-31 09:00:00,16575.622772474184
NYIS,2026-08-31 10:00:00,16750.659723285054
NYIS,2026-08-31 11:00:00,17099.825284413826
NYIS,2026-08-31 12:00:00,16814.374561884855
NYIS,2026-08-31 13:00:00,17134.78971685798
NYIS,2026-08-31 14:00:00,17423.21083913726
NYIS,2026-08-31 15:00:00,17687.57436206055
NYIS,2026-08-31 16:00:00,17849.240766306786
NYIS,2026-08-31 17:00:00,18120.45716840781
NYIS,2026-08-31 18:00:00,19306.34484685842
NYIS,2026-08-31 19:00:00,19567.5819672467
NYIS,2026-08-31 20:00:00,19724.75929019414
NYIS,2026-08-31 21:00:00,20151.246437824622
NYIS,2026-08-31 22:00:00,20374.309033740854
NYIS,2026-08-31 23:00:00,20762.385468653807
NYIS,2026-09-01 00:00:00,20750.956936839066
NYIS,2026-09-01 01:00:00,22010.719661606727
NYIS,2026-09-01 02:00:00,21464.29237494013
NYIS,2026-09-01 03:00:00,20200.710350927093
NYIS,2026-09-01 04:00:00,19012.319427353206
NYIS,2026-09-01 05:00:00,18233.934130386508
NYIS,2026-09-01 06:00:00,17534.003035407906
NYIS,2026-09-01 07:00:00,16879.20378169029
NYIS,2026-09-01 08:00:00,16440.32332045969
NYIS,2026-09-01 09:00:00,16480.91645846011
NYIS,2026-09-01 10:00:00,16563.462466872264
NYIS,2026-09-01 11:00:00,17240.402188982524
NYIS,2026-09-01 12:00:00,16975.77041072463
NYIS,2026-09-01 13:00:00,17517.896757259725
NYIS,2026-09-01 14:00:00,18015.636338156393
NYIS,2026-09-01 15:00:00,18476.55659175499
NYIS,2026-09-01 16:00:00,18923.014866228277
NYIS,2026-09-01 17:00:00,19503.784671729823
NYIS,2026-09-01 18:00:00,21179.462690488115
NYIS,2026-09-01 19:00:00,21175.917060779004
NYIS,2026-09-01 20:00:00,21217.562205714916
NYIS,2026-09-01 21:00:00,21727.41467357224
NYIS,2026-09-01 22:00:00,22355.54867085088
