vung,ds,du_bao
NYIS,2026-09-01 23:00:00,21880.27129849685
NYIS,2026-09-02 00:00:00,21784.73602221629
NYIS,2026-09-02 01:00:00,21141.372092217738
NYIS,2026-09-02 02:00:00,20400.22155923525
NYIS,2026-09-02 03:00:00,19216.639331572012
NYIS,2026-09-02 04:00:00,18005.807904057714
NYIS,2026-09-02 05:00:00,17158.688276625468
NYIS,2026-09-02 06:00:00,16478.683992864237
NYIS,2026-09-02 07:00:00,16022.21474672133
NYIS,2026-09-02 08:00:00,15865.299855308414
NYIS,2026-09-02 09:00:00,15909.71626078117
NYIS,2026-09-02 10:00:00,16499.763439914772
NYIS,2026-09-02 11:00:00,17503.67197124268
NYIS,2026-09-02 12:00:00,18034.264611715833
NYIS,2026-09-02 13:00:00,18256.402899671226
NYIS,2026-09-02 14:00:00,18277.079206323084
NYIS,2026-09-02 15:00:00,17972.27695745274
NYIS,2026-09-02 16:00:00,18338.624846393705
NYIS,2026-09-02 17:00:00,18509.83030272991
NYIS,2026-09-02 18:00:00,17885.910682806454
NYIS,2026-09-02 19:00:00,18255.3340811542
NYIS,2026-09-02 20:00:00,19076.552556603154
NYIS,2026-09-02 21:00:00,19907.849364393274
NYIS,2026-09-02 22:00:00,20609.264836136208
NYIS,2026-09-02 23:00:00,21170.691311918185
NYIS,2026-09-03 00:00:00,20553.35680159845
NYIS,2026-09-03 01:00:00,21423.475162363888
NYIS,2026-09-03 02:00:00,20582.780180731184
NYIS,2026-09-03 03:00:00,19173.93428728634
NYIS,2026-09-03 04:00:00,17757.792280002745
NYIS,2026-09-03 05:00:00,17109.597739824036
NYIS,2026-09-03 06:00:00,16841.31939955776
NYIS,2026-09-03 07:00:00,16315.909026177877
NYIS,2026-09-03 08:00:00,16005.449572150466
NYIS,2026-09-03 09:00:00,15964.231510284082
NYIS,2026-09-03 10:00:00,16475.333347138334
NYIS,2026-09-03 11:00:00,17409.783677730542
NYIS,2026-09-03 12:00:00,18127.4487042229
NYIS,2026-09-03 13:00:00,18442.418191444514
NYIS,2026-09-03 14:00:00,18153.094014016417
NYIS,2026-09-03 15:00:00,18242.177731984164
NYIS,2026-09-03 16:00:00,19540.437784151713
NYIS,2026-09-03 17:00:00,20747.217548773857
NYIS,2026-09-03 18:00:00,21150.566712526313
NYIS,2026-09-03 19:00:00,21889.440018718982
NYIS,2026-09-03 20:00:00,22559.94959651927
NYIS,2026-09-03 21:00:00,23240.259070755517
NYIS,2026-09-03 22:00:00,23581.573738753978
NYIS,2026-09-03 23:00:00,23528.88092328745
NYIS,2026-09-04 00:00:00,23761.353634553372
NYIS,2026-09-04 01:00:00,22669.499080968897
NYIS,2026-09-04 02:00:00,21767.302659878536
NYIS,2026-09-04 03:00:00,20488.34571756573
NYIS,2026-09-04 04:00:00,19184.980784411593
NYIS,2026-09-04 05:00:00,18020.709482520837
NYIS,2026-09-04 06:00:00,16939.610217577425
NYIS,2026-09-04 07:00:00,16223.190934328217
NYIS,2026-09-04 08:00:00,15760.2243883926
NYIS,2026-09-04 09:00:00,15552.961807620848
NYIS,2026-09-04 10:00:00,15942.657308425369
NYIS,2026-09-04 11:00:00,16687.46001236918
NYIS,2026-09-04 12:00:00,16543.76262269218
NYIS,2026-09-04 13:00:00,17241.804349878836
NYIS,2026-09-04 14:00:00,17823.190403822744
NYIS,2026-09-04 15:00:00,18302.805017723003
NYIS,2026-09-04 16:00:00,18732.6887473315
NYIS,2026-09-04 17:00:00,19246.20800563055
NYIS,2026-09-04 18:00:00,21353.0624344001
NYIS,2026-09-04 19:00:00,21858.969345193254
NYIS,2026-09-04 20:00:00,22343.767562979596
NYIS,2026-09-04 21:00:00,22770.961592449243
NYIS,2026-09-04 22:00:00,23079.41483267444
NYIS,2026-09-04 23:00:00,22944.641182785526
NYIS,2026-09-05 00:00:00,23140.811311918667
NYIS,2026-09-05 01:00:00,21394.56087122025
NYIS,2026-09-05 02:00:00,20526.638041449158
NYIS,2026-09-05 03:00:00,19399.39428971703
NYIS,2026-09-05 04:00:00,18050.414102546507
NYIS,2026-09-05 05:00:00,16787.21791249979
NYIS,2026-09-05 06:00:00,15551.55404072771
NYIS,2026-09-05 07:00:00,14845.820423750905
NYIS,2026-09-05 08:00:00,14328.743095212645
NYIS,2026-09-05 09:00:00,14037.405272156579
NYIS,2026-09-05 10:00:00,14128.511333848699
NYIS,2026-09-05 11:00:00,14485.775755141007
NYIS,2026-09-05 12:00:00,14315.838655420637
NYIS,2026-09-05 13:00:00,15045.519753842176
NYIS,2026-09-05 14:00:00,15887.347650611508
NYIS,2026-09-05 15:00:00,16604.288265736843
NYIS,2026-09-05 16:00:00,17292.526709812453
NYIS,2026-09-05 17:00:00,17847.09474840464
NYIS,2026-09-05 18:00:00,19781.237415306983
NYIS,2026-09-05 19:00:00,19738.3651285382
NYIS,2026-09-05 20:00:00,19714.754372339205
NYIS,2026-09-05 21:00:00,19739.042025236173
NYIS,2026-09-05 22:00:00,19912.981619731
NYIS,2026-09-05 23:00:00,19855.628117592038
NYIS,2026-09-06 00:00:00,18798.442771978076
NYIS,2026-09-06 01:00:00,18881.131408655892
NYIS,2026-09-06 02:00:00,18157.825168438227
NYIS,2026-09-06 03:00:00,17080.969351430205
NYIS,2026-09-06 04:00:00,15941.896308824886
NYIS,2026-09-06 05:00:00,14839.100633006103
NYIS,2026-09-06 06:00:00,15510.729393166377
NYIS,2026-09-06 07:00:00,14681.963055640232
NYIS,2026-09-06 08:00:00,13909.555857044805
NYIS,2026-09-06 09:00:00,13427.632996962013
NYIS,2026-09-06 10:00:00,13360.665098138072
NYIS,2026-09-06 11:00:00,13566.22652447674
NYIS,2026-09-06 12:00:00,13101.617174551917
NYIS,2026-09-06 13:00:00,13650.01747343704
NYIS,2026-09-06 14:00:00,14419.12461700369
NYIS,2026-09-06 15:00:00,15146.028363526097
NYIS,2026-09-06 16:00:00,15823.521337170743
NYIS,2026-09-06 17:00:00,16486.772254732066
NYIS,2026-09-06 18:00:00,15313.142098367567
NYIS,2026-09-06 19:00:00,15511.85049824864
NYIS,2026-09-06 20:00:00,15700.354406110484
NYIS,2026-09-06 21:00:00,16238.5270060417
NYIS,2026-09-06 22:00:00,17096.161877935578
NYIS,2026-09-06 23:00:00,17741.13945535756
NYIS,2026-09-07 00:00:00,19333.951376580546
PJM,2026-08-31 01:00:00,108793.29161689582
PJM,2026-08-31 02:00:00,104403.72109970485
PJM,2026-08-31 03:00:00,101055.3751140321
PJM,2026-08-31 04:00:00,97123.9796889062
PJM,2026-08-31 05:00:00,93934.85311761269
PJM,2026-08-31 06:00:00,91657.24462924783
PJM,2026-08-31 07:00:00,89398.62553864549
PJM,2026-08-31 08:00:00,87536.91219536966
PJM,2026-08-31 09:00:00,86865.3831130841
PJM,2026-08-31 10:00:00,88360.1749687974
PJM,2026-08-31 11:00:00,91551.29276074242
PJM,2026-08-31 12:00:00,96965.02710428007
PJM,2026-08-31 13:00:00,102877.01206118884
PJM,2026-08-31 14:00:00,103122.34191028697
PJM,2026-08-31 15:00:00,108016.65053424564
PJM,2026-08-31 16:00:00,110115.28395398948
PJM,2026-08-31 17:00:00,113682.72445856934
PJM,2026-08-31 18:00:00,113599.97758276988
PJM,2026-08-31 19:00:00,117484.0478936659
PJM,2026-08-31 20:00:00,118367.97561258957
PJM,2026-08-31 21:00:00,117752.65742827341
PJM,2026-08-31 22:00:00,118104.0189887007
PJM,2026-08-31 23:00:00,120218.67731563328
PJM,2026-09-01 00:00:00,113297.04750255166
PJM,2026-09-01 01:00:00,117423.66160754354
PJM,2026-09-01 02:00:00,114427.31031582411
PJM,2026-09-01 03:00:00,109139.17710852606
PJM,2026-09-01 04:00:00,104315.29344161996
PJM,2026-09-01 05:00:00,100812.14341412319
PJM,2026-09-01 06:00:00,94078.51076724433
PJM,2026-09-01 07:00:00,91453.32037011062
PJM,2026-09-01 08:00:00,89127.01708667533
PJM,2026-09-01 09:00:00,87680.59712663514
PJM,2026-09-01 10:00:00,87771.91400494256
PJM,2026-09-01 11:00:00,91198.0988990882
PJM,2026-09-01 12:00:00,101186.21691996591
PJM,2026-09-01 13:00:00,109098.81316739426
PJM,2026-09-01 14:00:00,114709.06975384409
PJM,2026-09-01 15:00:00,119612.15764523837
PJM,2026-09-01 16:00:00,124650.61875897154
PJM,2026-09-01 17:00:00,129125.08303015571
PJM,2026-09-01 18:00:00,130899.81342391786
PJM,2026-09-01 19:00:00,130977.4485551054
PJM,2026-09-01 20:00:00,132656.61367625292
PJM,2026-09-01 21:00:00,134477.26340053874
PJM,2026-09-01 22:00:00,132521.89847914074
PJM,2026-09-01 23:00:00,130978.79408735357
PJM,2026-09-02 00:00:00,130171.73153765718
PJM,2026-09-02 01:00:00,121779.87615461045
PJM,2026-09-02 02:00:00,116751.80586549317
PJM,2026-09-02 03:00:00,110482.66060619638
PJM,2026-09-02 04:00:00,104884.21241106902
PJM,2026-09-02 05:00:00,101705.72550029618
PJM,2026-09-02 06:00:00,97935.45943649206
PJM,2026-09-02 07:00:00,94707.97652109497
PJM,2026-09-02 08:00:00,92782.90555346213
PJM,2026-09-02 09:00:00,91847.6997286177
PJM,2026-09-02 10:00:00,93249.80733463884
PJM,2026-09-02 11:00:00,96759.08175642285
PJM,2026-09-02 12:00:00,99854.58370016073
PJM,2026-09-02 13:00:00,101628.14548636311
PJM,2026-09-02 14:00:00,106906.40919201681
PJM,2026-09-02 15:00:00,110577.0687207098
PJM,2026-09-02 16:00:00,113863.2528149646
PJM,2026-09-02 17:00:00,118825.99728218676
PJM,2026-09-02 18:00:00,116820.55018071347
PJM,2026-09-02 19:00:00,121206.27808190108
PJM,2026-09-02 20:00:00,121725.3754168727
PJM,2026-09-02 21:00:00,122497.05547163672
PJM,2026-09-02 22:00:00,126395.40407317504
PJM,2026-09-02 23:00:00,123821.96233678078
PJM,2026-09-03 00:00:00,111597.93184661155
PJM,2026-09-03 01:00:00,115259.23778429325
PJM,2026-09-03 02:00:00,110831.47510920683
PJM,2026-09-03 03:00:00,105507.94471403389
PJM,2026-09-03 04:00:00,99760.88330949095
PJM,2026-09-03 05:00:00,94752.425680986
PJM,2026-09-03 06:00:00,95460.45700248258
PJM,2026-09-03 07:00:00,93602.01704182834
PJM,2026-09-03 08:00:00,92260.36218003421
PJM,2026-09-03 09:00:00,90649.21858987509
PJM,2026-09-03 10:00:00,92577.2389897609
PJM,2026-09-03 11:00:00,96560.65222567492
PJM,2026-09-03 12:00:00,101955.17821992446
PJM,2026-09-03 13:00:00,105744.42804827527
PJM,2026-09-03 14:00:00,110265.84144223254
PJM,2026-09-03 15:00:00,117229.15024893297
PJM,2026-09-03 16:00:00,129146.94605139695
PJM,2026-09-03 17:00:00,128857.42874212729
PJM,2026-09-03 18:00:00,134347.56980203267
PJM,2026-09-03 19:00:00,132954.30673407277
PJM,2026-09-03 20:00:00,136366.0953524874
PJM,2026-09-03 21:00:00,137661.82175975622
PJM,2026-09-03 22:00:00,131586.3063902688
PJM,2026-09-03 23:00:00,128570.14807729292
PJM,2026-09-04 00:00:00,126907.88244761608
PJM,2026-09-04 01:00:00,121661.6855764047
PJM,2026-09-04 02:00:00,117280.74560509325
PJM,2026-09-04 03:00:00,110716.7885835731
PJM,2026-09-04 04:00:00,104300.85458978635
PJM,2026-09-04 05:00:00,99619.01463048627
PJM,2026-09-04 06:00:00,89722.89028587384
PJM,2026-09-04 07:00:00,87878.5304271263
PJM,2026-09-04 08:00:00,86350.72847476248
PJM,2026-09-04 09:00:00,86240.59847768208
PJM,2026-09-04 10:00:00,88419.69014131556
PJM,2026-09-04 11:00:00,92293.45115061215
PJM,2026-09-04 12:00:00,95361.55685904669
PJM,2026-09-04 13:00:00,100919.07967843559
PJM,2026-09-04 14:00:00,106392.26113092521
PJM,2026-09-04 15:00:00,111045.99422108974
PJM,2026-09-04 16:00:00,114704.24891926128
PJM,2026-09-04 17:00:00,118682.51689619152
PJM,2026-09-04 18:00:00,124524.27873165358
PJM,2026-09-04 19:00:00,126430.03636678593
PJM,2026-09-04 20:00:00,126954.25044995357
PJM,2026-09-04 21:00:00,127318.38582360747
PJM,2026-09-04 22:00:00,126370.96387134865
PJM,2026-09-04 23:00:00,124208.67628178408
PJM,2026-09-05 00:00:00,121298.64301864344
PJM,2026-09-05 01:00:00,115543.91842194865
PJM,2026-09-05 02:00:00,110607.97927500735
PJM,2026-09-05 03:00:00,104189.33433563882
PJM,2026-09-05 04:00:00,97805.7029445921
PJM,2026-09-05 05:00:00,92260.07451836718
PJM,2026-09-05 06:00:00,88052.27491386334
PJM,2026-09-05 07:00:00,84968.8262791424
PJM,2026-09-05 08:00:00,83135.44155631872
PJM,2026-09-05 09:00:00,82239.0444711011
PJM,2026-09-05 10:00:00,82166.71785820714
PJM,2026-09-05 11:00:00,82678.96818509453
PJM,2026-09-05 12:00:00,79844.21423875084
PJM,2026-09-05 13:00:00,86084.08341440096
PJM,2026-09-05 14:00:00,92718.31842819457
PJM,2026-09-05 15:00:00,98079.37517374655
PJM,2026-09-05 16:00:00,102332.39691611452
PJM,2026-09-05 17:00:00,106018.09389264732
PJM,2026-09-05 18:00:00,112963.50265508787
PJM,2026-09-05 19:00:00,115181.56231894498
PJM,2026-09-05 20:00:00,116980.47057150537
PJM,2026-09-05 21:00:00,117128.16831662066
PJM,2026-09-05 22:00:00,115219.26261757093
PJM,2026-09-05 23:00:00,110929.89088553595
PJM,2026-09-06 00:00:00,101998.94294978472
PJM,2026-09-06 01:00:00,98423.54884228631
PJM,2026-09-06 02:00:00,94870.43190923048
PJM,2026-09-06 03:00:00,89223.0512137256
PJM,2026-09-06 04:00:00,83908.35425545239
PJM,2026-09-06 05:00:00,79414.27935406921
PJM,2026-09-06 06:00:00,81020.35719104056
PJM,2026-09-06 07:00:00,78090.39682127733
PJM,2026-09-06 08:00:00,75070.74356537865
PJM,2026-09-06 09:00:00,73556.46928071696
PJM,2026-09-06 10:00:00,73662.86980773642
PJM,2026-09-06 11:00:00,74561.8566049169
PJM,2026-09-06 12:00:00,77092.33335754606
PJM,2026-09-06 13:00:00,82899.40553389638
PJM,2026-09-06 14:00:00,89792.21150644668
PJM,2026-09-06 15:00:00,94756.67315925265
PJM,2026-09-06 16:00:00,98737.30582782734
PJM,2026-09-06 17:00:00,102693.68434960034
PJM,2026-09-06 18:00:00,92062.24798716245
PJM,2026-09-06 19:00:00,93114.87327615486
PJM,2026-09-06 20:00:00,93607.12858014552
PJM,2026-09-06 21:00:00,94497.79352999857
PJM,2026-09-06 22:00:00,96731.80045972855
PJM,2026-09-06 23:00:00,97456.75452114362
PJM,2026-09-07 00:00:00,106704.59912251272
